assay_description,canonical_smiles,document_journal,document_year,molecule_chembl_id,record_id,target_organism,units,value
Antileishmanial activity of compound against leishmania donovani was determined in luciferase assay,C[C@@H]1CC[C@H]2[C@@H](CCCc3cc(C(F)(F)F)cc(C(F)(F)F)c3)CO[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,J Med Chem,2003.0,CHEMBL336784,259265,Leishmania donovani,uM,0.3
Antileishmanial activity of compound against leishmania donovani was determined in luciferase assay,C[C@@H]1CC[C@H]2[C@@H](CCCc3ccc(C(F)(F)F)cc3)CO[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,J Med Chem,2003.0,CHEMBL134674,259268,Leishmania donovani,uM,1.8
In vitro inhibitory concentration against Leishmania donovani intracellular amastigotes,CC(O)(C1CCCCN1)[C@H]1CC[C@H]2[C@@H]3CCC4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,J Med Chem,2003.0,CHEMBL2069130,277490,Leishmania donovani,uM,8.9
Antileishmanial activity of compound against leishmania donovani was determined in luciferase assay,CCCC[C@H]1C(=O)O[C@@H]2O[C@@]3(CCCCc4ccccc4)CCC4[C@H](C)CC[C@@H]1[C@]42OO3,J Med Chem,2003.0,CHEMBL135403,259249,Leishmania donovani,uM,4.5
In vitro inhibitory concentration against Leishmania donovani intracellular amastigotes,CC(O)(C1CCCNC1)[C@H]1CC[C@H]2[C@@H]3CCC4C[C@@H](O[Si](C)(C)C(C)(C)C)CC[C@]4(C)[C@H]3CC[C@]12C,J Med Chem,2003.0,CHEMBL3138499,277499,Leishmania donovani,uM,6.4
Antileishmanial activity of compound against leishmania donovani was determined in luciferase assay,C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,J Med Chem,2003.0,CHEMBL267345,259234,Leishmania donovani,uM,0.01
Antileishmanial activity of compound against leishmania donovani was determined in luciferase assay,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,J Med Chem,2003.0,CHEMBL55,259233,Leishmania donovani,uM,1.35
In vitro inhibitory concentration against Leishmania donovani intracellular amastigotes,CC(O)(C1CCCNC1)[C@H]1CC[C@H]2[C@@H]3CCC4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,J Med Chem,2003.0,CHEMBL3138271,277498,Leishmania donovani,uM,4.8
Antileishmanial activity of compound against leishmania donovani was determined in luciferase assay,C[C@@H]1CC[C@H]2[C@@H](CCCCc3ccccc3)C(=O)O[C@@H]3O[C@@]4(C)CCC1[C@]32OO4,J Med Chem,2003.0,CHEMBL337225,259242,Leishmania donovani,uM,7.5
Antileishmanial activity of compound against leishmania donovani was determined in luciferase assay,C[C@@H]1CC[C@H]2[C@@H](CCCc3ccc(Cl)cc3)CO[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,J Med Chem,2003.0,CHEMBL130225,259272,Leishmania donovani,uM,4.9
Antileishmanial activity of compound against leishmania donovani was determined in luciferase assay,C[C@@H]1CC[C@H]2[C@@H](CCCc3ccc(Cl)cc3)C(O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,J Med Chem,2003.0,CHEMBL136952,259259,Leishmania donovani,uM,4.7
Antileishmanial activity of compound against leishmania donovani was determined in luciferase assay,CSc1ccc(CCC[C@H]2C(=O)O[C@@H]3O[C@@]4(C)CCC5[C@H](C)CC[C@@H]2[C@]53OO4)cc1,J Med Chem,2003.0,CHEMBL335299,259238,Leishmania donovani,uM,1.4
Antileishmanial activity of compound against leishmania donovani was determined in luciferase assay,C[C@@H]1CC[C@H]2[C@@H](CCCc3cccc(Cl)c3)CO[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,J Med Chem,2003.0,CHEMBL135406,259271,Leishmania donovani,uM,3.7
Antileishmanial activity of compound against leishmania donovani was determined in luciferase assay,C[C@@H]1CC[C@H]2[C@@H](CCCc3ccc(C(F)(F)F)cc3)C(O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,J Med Chem,2003.0,CHEMBL132641,259261,Leishmania donovani,uM,2.9
Antileishmanial activity of compound against leishmania donovani was determined in luciferase assay,C[C@@H]1CC[C@H]2[C@@H](CCCc3ccc(N(C)C)cc3)C(=O)O[C@@H]3O[C@@]4(C)CCC1[C@]32OO4.Cl,J Med Chem,2003.0,CHEMBL554867,259276,Leishmania donovani,uM,1.9
Inhibitory activity against Leishmania donovani (amastigote),N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,Bioorg Med Chem Lett,2003.0,CHEMBL55,111386,Leishmania donovani,uM,2.6
Inhibitory activity against Leishmania donovani (macrophage),N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,Bioorg Med Chem Lett,2003.0,CHEMBL55,111386,Leishmania donovani,uM,9.3
Inhibitory activity against Leishmania donovani (macrophage),CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,Bioorg Med Chem Lett,2003.0,CHEMBL125,111383,Leishmania donovani,uM,1.0
Inhibitory activity against Leishmania donovani (amastigote),Cc1cc(NC(=N)N)ccc1-c1ccc(-c2ccc(NC(=N)N)cc2C)o1,Bioorg Med Chem Lett,2003.0,CHEMBL298369,111397,Leishmania donovani,uM,3.3
Inhibitory activity against Leishmania donovani (macrophage),Cc1cc(NC(=N)N)ccc1-c1ccc(-c2ccc(NC(=N)N)cc2C)o1,Bioorg Med Chem Lett,2003.0,CHEMBL298369,111397,Leishmania donovani,uM,6.0
Inhibitory activity against Leishmania donovani (amastigote),CSc1cc(-c2ccc(-c3ccc(/N=C(\N)c4ccccn4)c(SC)c3)o2)ccc1/N=C(\N)c1ccccn1,Bioorg Med Chem Lett,2003.0,CHEMBL304666,111391,Leishmania donovani,uM,0.35
Inhibitory activity against Leishmania donovani (macrophage),CSc1cc(-c2ccc(-c3ccc(/N=C(\N)c4ccccn4)c(SC)c3)o2)ccc1/N=C(\N)c1ccccn1,Bioorg Med Chem Lett,2003.0,CHEMBL304666,111391,Leishmania donovani,uM,0.15
Inhibitory activity against Leishmania donovani (amastigote),N=C(N)Nc1ccc(-c2ccc(-c3ccc(NC(=N)N)cc3Cl)o2)c(Cl)c1,Bioorg Med Chem Lett,2003.0,CHEMBL45843,111394,Leishmania donovani,uM,6.2
Inhibitory activity against Leishmania donovani (macrophage),N=C(N)Nc1ccc(-c2ccc(-c3ccc(NC(=N)N)cc3Cl)o2)c(Cl)c1,Bioorg Med Chem Lett,2003.0,CHEMBL45843,111394,Leishmania donovani,uM,6.8
Inhibitory activity against Leishmania donovani (macrophage),N=C(N)Nc1ccc(-c2ccc(-c3ccc(N=C(N)N)c(Cl)c3)o2)cc1Cl,Bioorg Med Chem Lett,2003.0,CHEMBL413331,111385,Leishmania donovani,uM,6.3
Inhibitory activity against Leishmania donovani (amastigote),N=C(Nc1ccc(-c2ccc(-c3ccc(NC(=N)c4ccccn4)cc3)o2)cc1)c1ccccn1,Bioorg Med Chem Lett,2003.0,CHEMBL52210,111382,Leishmania donovani,uM,0.55
Inhibitory activity against Leishmania donovani (macrophage),N=C(Nc1ccc(-c2ccc(-c3ccc(NC(=N)c4ccccn4)cc3)o2)cc1)c1ccccn1,Bioorg Med Chem Lett,2003.0,CHEMBL52210,111382,Leishmania donovani,uM,1.45
Inhibitory activity against Leishmania donovani (macrophage),N=C(N)Nc1ccc(-c2ccc(-c3ccc(NC(=N)N)cc3C(F)(F)F)o2)c(C(F)(F)F)c1,Bioorg Med Chem Lett,2003.0,CHEMBL49627,111396,Leishmania donovani,uM,5.6
Inhibitory activity against Leishmania donovani (amastigote),Cc1cc(NC(=N)c2ccccn2)ccc1-c1ccc(-c2ccc(NC(=N)c3ccccn3)cc2C)o1,Bioorg Med Chem Lett,2003.0,CHEMBL416108,111381,Leishmania donovani,uM,0.38
Inhibitory activity against Leishmania donovani (macrophage),Cc1cc(NC(=N)c2ccccn2)ccc1-c1ccc(-c2ccc(NC(=N)c3ccccn3)cc2C)o1,Bioorg Med Chem Lett,2003.0,CHEMBL416108,111381,Leishmania donovani,uM,0.6
Inhibitory activity against Leishmania donovani (amastigote),N=C(Nc1ccc(-c2ccc(-c3ccc(NC(=N)c4ccccn4)cc3Cl)o2)c(Cl)c1)c1ccccn1,Bioorg Med Chem Lett,2003.0,CHEMBL48856,111379,Leishmania donovani,uM,0.66
Inhibitory activity against Leishmania donovani (macrophage),N=C(Nc1ccc(-c2ccc(-c3ccc(NC(=N)c4ccccn4)cc3Cl)o2)c(Cl)c1)c1ccccn1,Bioorg Med Chem Lett,2003.0,CHEMBL48856,111379,Leishmania donovani,uM,0.13
Inhibitory activity against Leishmania donovani (amastigote),COc1cc(NC(=N)c2ccccn2)ccc1-c1ccc(-c2ccc(NC(=N)c3ccccn3)cc2OC)o1,Bioorg Med Chem Lett,2003.0,CHEMBL49128,111380,Leishmania donovani,uM,0.1
Inhibitory activity against Leishmania donovani (macrophage),COc1cc(NC(=N)c2ccccn2)ccc1-c1ccc(-c2ccc(NC(=N)c3ccccn3)cc2OC)o1,Bioorg Med Chem Lett,2003.0,CHEMBL49128,111380,Leishmania donovani,uM,0.48
Inhibitory activity against Leishmania donovani (amastigote),N=C(Nc1ccc(-c2ccc(-c3ccc(NC(=N)c4ccccn4)c(Cl)c3)o2)cc1Cl)c1ccccn1,Bioorg Med Chem Lett,2003.0,CHEMBL65147,111390,Leishmania donovani,uM,0.51
Inhibitory activity against Leishmania donovani (amastigote),Cc1c(N=C(N)N)ccc(-c2ccc(-c3ccc(N=C(N)N)c(C)c3C)o2)c1C,Bioorg Med Chem Lett,2003.0,CHEMBL291613,111395,Leishmania donovani,uM,4.2
Inhibitory activity against Leishmania donovani (amastigote),COc1cc(-c2ccc(-c3ccc(/N=C(\N)c4ccccn4)c(OC)c3)o2)ccc1/N=C(\N)c1ccccn1,Bioorg Med Chem Lett,2003.0,CHEMBL62575,111377,Leishmania donovani,uM,0.29
Inhibitory activity against Leishmania donovani (macrophage),COc1cc(-c2ccc(-c3ccc(/N=C(\N)c4ccccn4)c(OC)c3)o2)ccc1/N=C(\N)c1ccccn1,Bioorg Med Chem Lett,2003.0,CHEMBL62575,111377,Leishmania donovani,uM,0.16
Inhibitory activity against Leishmania donovani (amastigote),N=C(N)c1ccc(-c2ccc(-c3ccc(C(=N)N)cc3)o2)cc1,Bioorg Med Chem Lett,2003.0,CHEMBL24057,111387,Leishmania donovani,uM,2.7
Inhibitory activity against Leishmania donovani (macrophage),N=C(Nc1ccc(-c2ccc(-c3ccc(NC(=N)c4ccccc4)cc3)o2)cc1)c1ccccc1,Bioorg Med Chem Lett,2003.0,CHEMBL48621,111389,Leishmania donovani,uM,8.0
Inhibitory activity against Leishmania donovani (amastigote),CC(C)Oc1cc(NC(=N)N)ccc1-c1ccc(-c2ccc(NC(=N)N)cc2OC(C)C)o1,Bioorg Med Chem Lett,2003.0,CHEMBL62528,111393,Leishmania donovani,uM,9.65
Inhibitory activity against Leishmania donovani (macrophage),CC(C)Oc1cc(NC(=N)N)ccc1-c1ccc(-c2ccc(NC(=N)N)cc2OC(C)C)o1,Bioorg Med Chem Lett,2003.0,CHEMBL62528,111393,Leishmania donovani,uM,6.0
Inhibitory activity against Leishmania donovani (amastigote),Cc1c(/N=C(\N)c2ccccn2)ccc(-c2ccc(-c3ccc(/N=C(\N)c4ccccn4)c(C)c3C)o2)c1C,Bioorg Med Chem Lett,2003.0,CHEMBL63034,111378,Leishmania donovani,uM,1.14
Inhibitory activity against Leishmania donovani (macrophage),Cc1c(/N=C(\N)c2ccccn2)ccc(-c2ccc(-c3ccc(/N=C(\N)c4ccccn4)c(C)c3C)o2)c1C,Bioorg Med Chem Lett,2003.0,CHEMBL63034,111378,Leishmania donovani,uM,3.6
Inhibitory activity against Leishmania donovani (macrophage),COc1cc(NC(=N)N)ccc1-c1ccc(-c2ccc(NC(=N)N)cc2OC)o1,Bioorg Med Chem Lett,2003.0,CHEMBL46010,111392,Leishmania donovani,uM,5.2
Inhibitory activity against Leishmania major Farnesyl diphosphate synthase,CCCCCCCCNC(P(=O)(O)O)P(=O)(O)O,J Med Chem,2004.0,CHEMBL52251,93021,Leishmania donovani,uM,1.06
Inhibitory activity against Leishmania major Farnesyl diphosphate synthase,O.O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,J Med Chem,2004.0,CHEMBL4303669,93030,Leishmania donovani,uM,0.11
Inhibitory activity against Leishmania major Farnesyl diphosphate synthase,CN(CCCc1ccccc1)CCC(O)(P(=O)(O)O)P(=O)(O)O,J Med Chem,2004.0,CHEMBL54537,93032,Leishmania donovani,uM,0.5
Inhibitory activity against Leishmania major Farnesyl diphosphate synthase,O=P(O)(O)C(CNc1ccccn1)P(=O)(O)O,J Med Chem,2004.0,CHEMBL294192,92985,Leishmania donovani,uM,0.17
Inhibitory activity against Leishmania major Farnesyl diphosphate synthase,CN(CCc1ccccc1)CCC(O)(P(=O)(O)O)P(=O)(O)O,J Med Chem,2004.0,CHEMBL301244,93033,Leishmania donovani,uM,0.31
Inhibitory activity against Leishmania major Farnesyl diphosphate synthase,CN(CCC(O)(P(=O)(O)O)P(=O)(O)O)C1CCCCC1,J Med Chem,2004.0,CHEMBL55988,93034,Leishmania donovani,uM,0.48
Inhibitory activity against Leishmania major Farnesyl diphosphate synthase,O=P(O)(O)C(Nc1cccnc1)P(=O)(O)O,J Med Chem,2004.0,CHEMBL301065,92999,Leishmania donovani,uM,0.16
Inhibitory activity against Leishmania major Farnesyl diphosphate synthase,O=P(O)(O)C(NC1CCCC1)P(=O)(O)O,J Med Chem,2004.0,CHEMBL58830,93010,Leishmania donovani,uM,0.54
Inhibitory activity against Leishmania major Farnesyl diphosphate synthase,O=P(O)(O)C(NC1CCCCC1)P(=O)(O)O,J Med Chem,2004.0,CHEMBL56253,93009,Leishmania donovani,uM,0.16
Inhibitory activity against Leishmania major Farnesyl diphosphate synthase,CCC(C)CNC(P(=O)(O)O)P(=O)(O)O,J Med Chem,2004.0,CHEMBL56011,93017,Leishmania donovani,uM,0.36
Inhibitory activity against Leishmania major Farnesyl diphosphate synthase,CCCCCCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,J Med Chem,2004.0,CHEMBL298852,93057,Leishmania donovani,uM,3.42
Inhibitory activity against Leishmania major Farnesyl diphosphate synthase,O=P(O)(O)C(O)(CCNCCCCc1ccccc1)P(=O)(O)O,J Med Chem,2004.0,CHEMBL55464,93031,Leishmania donovani,uM,0.25
Inhibitory activity against Leishmania major Farnesyl diphosphate synthase,CN(CCCCc1ccccc1)CCC(O)(P(=O)(O)O)P(=O)(O)O,J Med Chem,2004.0,CHEMBL56073,93048,Leishmania donovani,uM,0.49
Inhibitory activity against Leishmania major Farnesyl diphosphate synthase,CCCCCCCCCCCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,J Med Chem,2004.0,CHEMBL55837,93055,Leishmania donovani,uM,6.5
Inhibition of L. donovani (Amastigotes) strain MHOM/ET/67/L82 maintained in female golden hamsters,O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,J Med Chem,2001.0,CHEMBL923,340390,Leishmania donovani,uM,2.3
Inhibitory activity against Leishmania major Farnesyl diphosphate synthase,CCCCCCCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,J Med Chem,2004.0,CHEMBL416301,92960,Leishmania donovani,uM,7.75
Inhibitory activity against Leishmania major Farnesyl diphosphate synthase,CCCCCCCCCNC(P(=O)(O)O)P(=O)(O)O,J Med Chem,2004.0,CHEMBL417549,93020,Leishmania donovani,uM,0.9
Inhibitory activity against Leishmania major Farnesyl diphosphate synthase,O=P(O)(O)C(Nc1nccc2ccccc12)P(=O)(O)O,J Med Chem,2004.0,CHEMBL291727,92986,Leishmania donovani,uM,0.43
Inhibitory activity against Leishmania major Farnesyl diphosphate synthase,CCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,J Med Chem,2004.0,CHEMBL55264,92958,Leishmania donovani,uM,5.88
Inhibitory activity against Leishmania major Farnesyl diphosphate synthase,CN(CCOc1ccccc1)CCC(O)(P(=O)(O)O)P(=O)(O)O,J Med Chem,2004.0,CHEMBL53982,93047,Leishmania donovani,uM,0.45
Inhibitory activity against Leishmania major Farnesyl diphosphate synthase,CC(C)CCNC(P(=O)(O)O)P(=O)(O)O,J Med Chem,2004.0,CHEMBL55856,93018,Leishmania donovani,uM,0.83
Inhibitory activity against Leishmania major Farnesyl diphosphate synthase,CCCCCNC(P(=O)(O)O)P(=O)(O)O,J Med Chem,2004.0,CHEMBL56255,93041,Leishmania donovani,uM,0.35
Inhibitory activity against Leishmania major Farnesyl diphosphate synthase,O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,J Med Chem,2004.0,CHEMBL923,93027,Leishmania donovani,uM,0.17
Inhibitory activity against Leishmania major Farnesyl diphosphate synthase,CCCCCC(C)NC(P(=O)(O)O)P(=O)(O)O,J Med Chem,2004.0,CHEMBL54480,93016,Leishmania donovani,uM,1.14
Inhibitory activity against Leishmania major Farnesyl diphosphate synthase,CCCCCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,J Med Chem,2004.0,CHEMBL54004,92959,Leishmania donovani,uM,2.37
Inhibitory activity against Leishmania major Farnesyl diphosphate synthase,CCCCCCNC(P(=O)(O)O)P(=O)(O)O,J Med Chem,2004.0,CHEMBL56254,93040,Leishmania donovani,uM,1.72
Inhibitory activity against Leishmania major Farnesyl diphosphate synthase,O=P(O)(O)C(NC1CCCCCCC1)P(=O)(O)O,J Med Chem,2004.0,CHEMBL412889,92978,Leishmania donovani,uM,2.44
Inhibitory activity against Leishmania major Farnesyl diphosphate synthase,CCCCCC(O)(P(=O)(O)O)P(=O)(O)O,J Med Chem,2004.0,CHEMBL299988,93059,Leishmania donovani,uM,9.6
Inhibitory activity against Leishmania major Farnesyl diphosphate synthase,CCCCCCC(CCCC)C(O)(P(=O)(O)O)P(=O)(O)O,J Med Chem,2004.0,CHEMBL54747,93053,Leishmania donovani,uM,6.75
Inhibitory activity against Leishmania infantum parasite L1 strain,C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,Bioorg Med Chem Lett,2003.0,CHEMBL267345,107069,Leishmania infantum,uM,6.25
Inhibitory activity against Leishmania infantum parasite L1 strain,,Bioorg Med Chem Lett,2003.0,CHEMBL59773,107071,Leishmania infantum,uM,2.0
Inhibitory activity against Leishmania infantum parasite L1 strain,,Bioorg Med Chem Lett,2003.0,CHEMBL63775,107051,Leishmania infantum,uM,4.0
Inhibitory activity against Leishmania infantum parasite L1 strain,,Bioorg Med Chem Lett,2003.0,CHEMBL303310,107054,Leishmania infantum,uM,6.0
Inhibitory activity against Leishmania infantum parasite L1 strain,,Bioorg Med Chem Lett,2003.0,CHEMBL64628,107070,Leishmania infantum,uM,1.0
Inhibitory activity against Leishmania infantum parasite L1 strain,,Bioorg Med Chem Lett,2003.0,CHEMBL294006,107057,Leishmania infantum,uM,1.56
Inhibitory activity against Leishmania infantum parasite L1 strain,,Bioorg Med Chem Lett,2003.0,CHEMBL293444,107068,Leishmania infantum,uM,1.56
Inhibitory activity against Leishmania infantum parasite L1 strain,,Bioorg Med Chem Lett,2003.0,CHEMBL293035,107056,Leishmania infantum,uM,6.5
Inhibitory activity against Leishmania infantum parasite L1 strain,,Bioorg Med Chem Lett,2003.0,CHEMBL293663,107064,Leishmania infantum,uM,6.0
Inhibitory activity against Leishmania infantum parasite L1 strain,,Bioorg Med Chem Lett,2003.0,CHEMBL293387,107060,Leishmania infantum,uM,0.5
Inhibitory activity against Leishmania infantum parasite L1 strain,,Bioorg Med Chem Lett,2003.0,CHEMBL417556,107052,Leishmania infantum,uM,2.2
Inhibitory activity against Leishmania infantum parasite L1 strain,,Bioorg Med Chem Lett,2003.0,CHEMBL293455,107061,Leishmania infantum,uM,0.5
In vitro anti protozoal activity against Leishmania infantum strain MHOM-ET-67/L82 was determined,O=C/C=C/c1ccc2ccccc2n1,Bioorg Med Chem Lett,2004.0,CHEMBL538157,229728,Leishmania infantum,uM,2.0
In vitro anti protozoal activity against Leishmania infantum strain MHOM-ET-67/L82 was determined,O=[N+]([O-])/C=C/c1ccc2ccccc2n1,Bioorg Med Chem Lett,2004.0,CHEMBL121537,229729,Leishmania infantum,uM,8.0
In vitro anti protozoal activity against Leishmania infantum strain MHOM-ET-67/L82 was determined,Br/C=C/c1ccc2ccccc2n1,Bioorg Med Chem Lett,2004.0,CHEMBL120356,229742,Leishmania infantum,uM,2.0
In vitro anti protozoal activity against Leishmania infantum strain MHOM-ET-67/L82 was determined,,Bioorg Med Chem Lett,2004.0,CHEMBL239129,229739,Leishmania infantum,uM,7.15
Inhibitory activity against Leishmania donovani amastigotes,CCCN(CCC)c1c([N+](=O)[O-])cc(S(=O)(=O)Nc2ccccc2)cc1[N+](=O)[O-],Bioorg Med Chem Lett,2002.0,CHEMBL53153,140957,Leishmania donovani,uM,5.41
Inhibitory activity against Leishmania donovani promastigotes,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,Bioorg Med Chem Lett,2002.0,CHEMBL55,140949,Leishmania donovani,uM,1.61
Inhibitory activity against Leishmania donovani amastigotes,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,Bioorg Med Chem Lett,2002.0,CHEMBL55,140949,Leishmania donovani,uM,2.0
Inhibitory activity against Leishmania donovani promastigotes,CCCCCN(CCCCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],Bioorg Med Chem Lett,2002.0,CHEMBL80689,140950,Leishmania donovani,uM,8.02
Inhibitory activity against Leishmania donovani amastigotes,CCCCCN(CCCCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],Bioorg Med Chem Lett,2002.0,CHEMBL80689,140950,Leishmania donovani,uM,9.0
The in vitro leishmanicidal activity by measuring the 3H thymidine incorporation in promastigotes of Leishmania donovani,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,Bioorg Med Chem Lett,1997.0,CHEMBL55,10094,Leishmania donovani,uM,0.76
The in vitro leishmanicidal activity by measuring the 3H thymidine incorporation in promastigotes of Leishmania donovani,Cc1ccc(S(=O)(=O)Nc2nc3nc(-c4ccccc4)cc(O)n3n2)cc1,Bioorg Med Chem Lett,1997.0,CHEMBL269225,10101,Leishmania donovani,uM,2.0
The in vitro leishmanicidal activity by measuring the 3H thymidine incorporation in promastigotes of Leishmania donovani,Nc1ccc(S(=O)(=O)Nc2nc3ccccc3o2)cc1,Bioorg Med Chem Lett,1997.0,CHEMBL11875,10092,Leishmania donovani,uM,6.4
The in vitro leishmanicidal activity by measuring the 3H thymidine incorporation in promastigotes of Leishmania donovani,Nc1n[nH]c(NS(=O)(=O)c2ccccc2)n1,Bioorg Med Chem Lett,1997.0,CHEMBL11624,10087,Leishmania donovani,uM,2.0
The in vitro leishmanicidal activity by measuring the 3H thymidine incorporation in promastigotes of Leishmania donovani,O=S(=O)(Nc1nc2nc(-c3ccccc3)cc(-c3ccccc3)n2n1)c1ccc(Cl)cc1,Bioorg Med Chem Lett,1997.0,CHEMBL11757,10099,Leishmania donovani,uM,2.0
The in vitro leishmanicidal activity by measuring the 3H thymidine incorporation in promastigotes of Leishmania donovani,Cc1ccc(S(=O)(=O)Nc2nc3nc(C)cc(C)n3n2)cc1,Bioorg Med Chem Lett,1997.0,CHEMBL11836,10100,Leishmania donovani,uM,1.5
Inhibition of tubulin polymerization interacting at the colchicine binding site.,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,Bioorg Med Chem Lett,2005.0,CHEMBL159,371370,Leishmania donovani,uM,1.0
Inhibition of tubulin polymerization interacting at the colchicine binding site.,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1O,Bioorg Med Chem Lett,2005.0,CHEMBL67,371498,Leishmania donovani,uM,1.9
Compound was tested for inhibition of tubulin polymerisation,O=C(c1cccs1)N1CCc2cc(S(=O)(=O)N3C[C@H](c4ccccc4)NC3=O)ccc21,Bioorg Med Chem Lett,2004.0,CHEMBL188453,382116,Leishmania donovani,uM,1.6
Compound was tested for inhibition of tubulin polymerisation,O=C(CNc1ccccc1)N1CCc2cc(S(=O)(=O)N3C[C@H](c4ccccc4)NC3=O)ccc21,Bioorg Med Chem Lett,2004.0,CHEMBL361893,382180,Leishmania donovani,uM,3.5
Compound was tested for inhibition of tubulin polymerisation,O=C(NC1CCCCC1)N1CCc2cc(S(=O)(=O)N3C[C@H](c4ccccc4)NC3=O)ccc21,Bioorg Med Chem Lett,2004.0,CHEMBL191213,382214,Leishmania donovani,uM,2.0
Compound was tested for inhibition of tubulin polymerisation,CCOC(=O)N1CCc2cc(S(=O)(=O)N3C[C@H](c4ccccc4)NC3=O)ccc21,Bioorg Med Chem Lett,2004.0,CHEMBL188768,382272,Leishmania donovani,uM,1.5
Compound was tested for inhibition of tubulin polymerisation,O=C(Cc1cccs1)N1CCc2cc(S(=O)(=O)N3C[C@H](c4ccccc4)NC3=O)ccc21,Bioorg Med Chem Lett,2004.0,CHEMBL362352,382032,Leishmania donovani,uM,1.0
